PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked,HasCabin,Survived_texto
483,0,3,"Rouse, Mr. Richard Henry",Hombre,50.0,0,0,8.05,Southampton,0,No sobrevivió
484,1,3,"Turkula, Mrs. (Hedwig)",Mujer,63.0,0,0,9.5875,Southampton,0,Sobrevivió
485,1,1,"Bishop, Mr. Dickinson H",Hombre,25.0,1,0,91.0792,Cherbourg,1,Sobrevivió
486,0,3,"Lefebre, Miss. Jeannie",Mujer,21.5,3,1,25.4667,Southampton,0,No sobrevivió
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",Mujer,35.0,1,0,90.0,Southampton,1,Sobrevivió
488,0,1,"Kent, Mr. Edward Austin",Hombre,58.0,0,0,29.7,Cherbourg,1,No sobrevivió
489,0,3,"Somerton, Mr. Francis William",Hombre,30.0,0,0,8.05,Southampton,0,No sobrevivió
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",Hombre,9.0,1,1,15.9,Southampton,0,Sobrevivió
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",Hombre,25.0,1,0,19.9667,Southampton,0,No sobrevivió
492,0,3,"Windelov, Mr. Einar",Hombre,21.0,0,0,7.25,Southampton,0,No sobrevivió
493,0,1,"Molson, Mr. Harry Markland",Hombre,55.0,0,0,30.5,Southampton,1,No sobrevivió
494,0,1,"Artagaveytia, Mr. Ramon",Hombre,71.0,0,0,49.5042,Cherbourg,0,No sobrevivió
495,0,3,"Stanley, Mr. Edward Roland",Hombre,21.0,0,0,8.05,Southampton,0,No sobrevivió
496,0,3,"Yousseff, Mr. Gerious",Hombre,25.0,0,0,14.4583,Cherbourg,0,No sobrevivió
497,1,1,"Eustis, Miss. Elizabeth Mussey",Mujer,54.0,1,0,78.2667,Cherbourg,1,Sobrevivió
498,0,3,"Shellard, Mr. Frederick William",Hombre,25.0,0,0,15.1,Southampton,0,No sobrevivió
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",Mujer,25.0,1,2,151.55,Southampton,1,No sobrevivió
500,0,3,"Svensson, Mr. Olof",Hombre,24.0,0,0,7.7958,Southampton,0,No sobrevivió
501,0,3,"Calic, Mr. Petar",Hombre,17.0,0,0,8.6625,Southampton,0,No sobrevivió
502,0,3,"Canavan, Miss. Mary",Mujer,21.0,0,0,7.75,Queenstown,0,No sobrevivió
503,0,3,"O'Sullivan, Miss. Bridget Mary",Mujer,21.5,0,0,7.6292,Queenstown,0,No sobrevivió
504,0,3,"Laitinen, Miss. Kristina Sofia",Mujer,37.0,0,0,9.5875,Southampton,0,No sobrevivió
505,1,1,"Maioni, Miss. Roberta",Mujer,16.0,0,0,86.5,Southampton,1,Sobrevivió
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",Hombre,18.0,1,0,108.9,Cherbourg,1,No sobrevivió
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",Mujer,33.0,0,2,26.0,Southampton,0,Sobrevivió
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",Hombre,40.0,0,0,26.55,Southampton,0,Sobrevivió
509,0,3,"Olsen, Mr. Henry Margido",Hombre,28.0,0,0,22.525,Southampton,0,No sobrevivió
510,1,3,"Lang, Mr. Fang",Hombre,26.0,0,0,56.4958,Southampton,0,Sobrevivió
511,1,3,"Daly, Mr. Eugene Patrick",Hombre,29.0,0,0,7.75,Queenstown,0,Sobrevivió
512,0,3,"Webber, Mr. James",Hombre,25.0,0,0,8.05,Southampton,0,No sobrevivió
513,1,1,"McGough, Mr. James Robert",Hombre,36.0,0,0,26.2875,Southampton,1,Sobrevivió
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",Mujer,54.0,1,0,59.4,Cherbourg,0,Sobrevivió
515,0,3,"Coleff, Mr. Satio",Hombre,24.0,0,0,7.4958,Southampton,0,No sobrevivió
516,0,1,"Walker, Mr. William Anderson",Hombre,47.0,0,0,34.0208,Southampton,1,No sobrevivió
517,1,2,"Lemore, Mrs. (Amelia Milley)",Mujer,34.0,0,0,10.5,Southampton,1,Sobrevivió
518,0,3,"Ryan, Mr. Patrick",Hombre,25.0,0,0,24.15,Queenstown,0,No sobrevivió
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",Mujer,36.0,1,0,26.0,Southampton,0,Sobrevivió
520,0,3,"Pavlovic, Mr. Stefo",Hombre,32.0,0,0,7.8958,Southampton,0,No sobrevivió
521,1,1,"Perreault, Miss. Anne",Mujer,30.0,0,0,93.5,Southampton,1,Sobrevivió
522,0,3,"Vovk, Mr. Janko",Hombre,22.0,0,0,7.8958,Southampton,0,No sobrevivió
523,0,3,"Lahoud, Mr. Sarkis",Hombre,25.0,0,0,7.225,Cherbourg,0,No sobrevivió
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",Mujer,44.0,0,1,57.9792,Cherbourg,1,Sobrevivió
525,0,3,"Kassem, Mr. Fared",Hombre,25.0,0,0,7.2292,Cherbourg,0,No sobrevivió
526,0,3,"Farrell, Mr. James",Hombre,40.5,0,0,7.75,Queenstown,0,No sobrevivió
527,1,2,"Ridsdale, Miss. Lucy",Mujer,50.0,0,0,10.5,Southampton,0,Sobrevivió
528,0,1,"Farthing, Mr. John",Hombre,40.0,0,0,221.7792,Southampton,1,No sobrevivió
529,0,3,"Salonen, Mr. Johan Werner",Hombre,39.0,0,0,7.925,Southampton,0,No sobrevivió
530,0,2,"Hocking, Mr. Richard George",Hombre,23.0,2,1,11.5,Southampton,0,No sobrevivió
531,1,2,"Quick, Miss. Phyllis May",Mujer,2.0,1,1,26.0,Southampton,0,Sobrevivió
532,0,3,"Toufik, Mr. Nakli",Hombre,25.0,0,0,7.2292,Cherbourg,0,No sobrevivió
533,0,3,"Elias, Mr. Joseph Jr",Hombre,17.0,1,1,7.2292,Cherbourg,0,No sobrevivió
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",Mujer,21.5,0,2,22.3583,Cherbourg,0,Sobrevivió
535,0,3,"Cacic, Miss. Marija",Mujer,30.0,0,0,8.6625,Southampton,0,No sobrevivió
536,1,2,"Hart, Miss. Eva Miriam",Mujer,7.0,0,2,26.25,Southampton,0,Sobrevivió
537,0,1,"Butt, Major. Archibald Willingham",Hombre,45.0,0,0,26.55,Southampton,1,No sobrevivió
538,1,1,"LeRoy, Miss. Bertha",Mujer,30.0,0,0,106.425,Cherbourg,0,Sobrevivió
539,0,3,"Risien, Mr. Samuel Beard",Hombre,25.0,0,0,14.5,Southampton,0,No sobrevivió
540,1,1,"Frolicher, Miss. Hedwig Margaritha",Mujer,22.0,0,2,49.5,Cherbourg,1,Sobrevivió
541,1,1,"Crosby, Miss. Harriet R",Mujer,36.0,0,2,71.0,Southampton,1,Sobrevivió
542,0,3,"Andersson, Miss. Ingeborg Constanzia",Mujer,9.0,4,2,31.275,Southampton,0,No sobrevivió
543,0,3,"Andersson, Miss. Sigrid Elisabeth",Mujer,11.0,4,2,31.275,Southampton,0,No sobrevivió
544,1,2,"Beane, Mr. Edward",Hombre,32.0,1,0,26.0,Southampton,0,Sobrevivió
545,0,1,"Douglas, Mr. Walter Donald",Hombre,50.0,1,0,106.425,Cherbourg,1,No sobrevivió
546,0,1,"Nicholson, Mr. Arthur Ernest",Hombre,64.0,0,0,26.0,Southampton,0,No sobrevivió
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",Mujer,19.0,1,0,26.0,Southampton,0,Sobrevivió
548,1,2,"Padro y Manent, Mr. Julian",Hombre,30.0,0,0,13.8625,Cherbourg,0,Sobrevivió
549,0,3,"Goldsmith, Mr. Frank John",Hombre,33.0,1,1,20.525,Southampton,0,No sobrevivió
550,1,2,"Davies, Master. John Morgan Jr",Hombre,8.0,1,1,36.75,Southampton,0,Sobrevivió
551,1,1,"Thayer, Mr. John Borland Jr",Hombre,17.0,0,2,110.8833,Cherbourg,1,Sobrevivió
552,0,2,"Sharp, Mr. Percival James R",Hombre,27.0,0,0,26.0,Southampton,0,No sobrevivió
553,0,3,"O'Brien, Mr. Timothy",Hombre,25.0,0,0,7.8292,Queenstown,0,No sobrevivió
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",Hombre,22.0,0,0,7.225,Cherbourg,0,Sobrevivió
555,1,3,"Ohman, Miss. Velin",Mujer,22.0,0,0,7.775,Southampton,0,Sobrevivió
556,0,1,"Wright, Mr. George",Hombre,62.0,0,0,26.55,Southampton,0,No sobrevivió
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",Mujer,48.0,1,0,39.6,Cherbourg,1,Sobrevivió
558,0,1,"Robbins, Mr. Victor",Hombre,40.0,0,0,227.525,Cherbourg,0,No sobrevivió
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",Mujer,39.0,1,1,79.65,Southampton,1,Sobrevivió
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",Mujer,36.0,1,0,17.4,Southampton,0,Sobrevivió
561,0,3,"Morrow, Mr. Thomas Rowan",Hombre,25.0,0,0,7.75,Queenstown,0,No sobrevivió
562,0,3,"Sivic, Mr. Husein",Hombre,40.0,0,0,7.8958,Southampton,0,No sobrevivió
563,0,2,"Norman, Mr. Robert Douglas",Hombre,28.0,0,0,13.5,Southampton,0,No sobrevivió
564,0,3,"Simmons, Mr. John",Hombre,25.0,0,0,8.05,Southampton,0,No sobrevivió
565,0,3,"Meanwell, Miss. (Marion Ogden)",Mujer,21.5,0,0,8.05,Southampton,0,No sobrevivió
566,0,3,"Davies, Mr. Alfred J",Hombre,24.0,2,0,24.15,Southampton,0,No sobrevivió
567,0,3,"Stoytcheff, Mr. Ilia",Hombre,19.0,0,0,7.8958,Southampton,0,No sobrevivió
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",Mujer,29.0,0,4,21.075,Southampton,0,No sobrevivió
569,0,3,"Doharr, Mr. Tannous",Hombre,25.0,0,0,7.2292,Cherbourg,0,No sobrevivió
570,1,3,"Jonsson, Mr. Carl",Hombre,32.0,0,0,7.8542,Southampton,0,Sobrevivió
571,1,2,"Harris, Mr. George",Hombre,62.0,0,0,10.5,Southampton,0,Sobrevivió
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",Mujer,53.0,2,0,51.4792,Southampton,1,Sobrevivió
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",Hombre,36.0,0,0,26.3875,Southampton,1,Sobrevivió
574,1,3,"Kelly, Miss. Mary",Mujer,21.5,0,0,7.75,Queenstown,0,Sobrevivió
575,0,3,"Rush, Mr. Alfred George John",Hombre,16.0,0,0,8.05,Southampton,0,No sobrevivió
576,0,3,"Patchett, Mr. George",Hombre,19.0,0,0,14.5,Southampton,0,No sobrevivió
577,1,2,"Garside, Miss. Ethel",Mujer,34.0,0,0,13.0,Southampton,0,Sobrevivió
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",Mujer,39.0,1,0,55.9,Southampton,1,Sobrevivió
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",Mujer,21.5,1,0,14.4583,Cherbourg,0,No sobrevivió
580,1,3,"Jussila, Mr. Eiriik",Hombre,32.0,0,0,7.925,Southampton,0,Sobrevivió
581,1,2,"Christy, Miss. Julie Rachel",Mujer,25.0,1,1,30.0,Southampton,0,Sobrevivió
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",Mujer,39.0,1,1,110.8833,Cherbourg,1,Sobrevivió
583,0,2,"Downton, Mr. William James",Hombre,54.0,0,0,26.0,Southampton,0,No sobrevivió
584,0,1,"Ross, Mr. John Hugo",Hombre,36.0,0,0,40.125,Cherbourg,1,No sobrevivió
585,0,3,"Paulner, Mr. Uscher",Hombre,25.0,0,0,8.7125,Cherbourg,0,No sobrevivió
586,1,1,"Taussig, Miss. Ruth",Mujer,18.0,0,2,79.65,Southampton,1,Sobrevivió
587,0,2,"Jarvis, Mr. John Denzil",Hombre,47.0,0,0,15.0,Southampton,0,No sobrevivió
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",Hombre,60.0,1,1,79.2,Cherbourg,1,Sobrevivió
589,0,3,"Gilinski, Mr. Eliezer",Hombre,22.0,0,0,8.05,Southampton,0,No sobrevivió
590,0,3,"Murdlin, Mr. Joseph",Hombre,25.0,0,0,8.05,Southampton,0,No sobrevivió
591,0,3,"Rintamaki, Mr. Matti",Hombre,35.0,0,0,7.125,Southampton,0,No sobrevivió
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",Mujer,52.0,1,0,78.2667,Cherbourg,1,Sobrevivió
593,0,3,"Elsbury, Mr. William James",Hombre,47.0,0,0,7.25,Southampton,0,No sobrevivió
594,0,3,"Bourke, Miss. Mary",Mujer,21.5,0,2,7.75,Queenstown,0,No sobrevivió
595,0,2,"Chapman, Mr. John Henry",Hombre,37.0,1,0,26.0,Southampton,0,No sobrevivió
596,0,3,"Van Impe, Mr. Jean Baptiste",Hombre,36.0,1,1,24.15,Southampton,0,No sobrevivió
597,1,2,"Leitch, Miss. Jessie Wills",Mujer,28.0,0,0,33.0,Southampton,0,Sobrevivió
598,0,3,"Johnson, Mr. Alfred",Hombre,49.0,0,0,0.0,Southampton,0,No sobrevivió
599,0,3,"Boulos, Mr. Hanna",Hombre,25.0,0,0,7.225,Cherbourg,0,No sobrevivió
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",Hombre,49.0,1,0,56.9292,Cherbourg,1,Sobrevivió
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",Mujer,24.0,2,1,27.0,Southampton,0,Sobrevivió
602,0,3,"Slabenoff, Mr. Petco",Hombre,25.0,0,0,7.8958,Southampton,0,No sobrevivió
603,0,1,"Harrington, Mr. Charles H",Hombre,40.0,0,0,42.4,Southampton,0,No sobrevivió
604,0,3,"Torber, Mr. Ernst William",Hombre,44.0,0,0,8.05,Southampton,0,No sobrevivió
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",Hombre,35.0,0,0,26.55,Cherbourg,0,Sobrevivió
606,0,3,"Lindell, Mr. Edvard Bengtsson",Hombre,36.0,1,0,15.55,Southampton,0,No sobrevivió
607,0,3,"Karaic, Mr. Milan",Hombre,30.0,0,0,7.8958,Southampton,0,No sobrevivió
608,1,1,"Daniel, Mr. Robert Williams",Hombre,27.0,0,0,30.5,Southampton,0,Sobrevivió
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",Mujer,22.0,1,2,41.5792,Cherbourg,0,Sobrevivió
610,1,1,"Shutes, Miss. Elizabeth W",Mujer,40.0,0,0,153.4625,Southampton,1,Sobrevivió
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",Mujer,39.0,1,5,31.275,Southampton,0,No sobrevivió
612,0,3,"Jardin, Mr. Jose Neto",Hombre,25.0,0,0,7.05,Southampton,0,No sobrevivió
613,1,3,"Murphy, Miss. Margaret Jane",Mujer,21.5,1,0,15.5,Queenstown,0,Sobrevivió
614,0,3,"Horgan, Mr. John",Hombre,25.0,0,0,7.75,Queenstown,0,No sobrevivió
615,0,3,"Brocklebank, Mr. William Alfred",Hombre,35.0,0,0,8.05,Southampton,0,No sobrevivió
616,1,2,"Herman, Miss. Alice",Mujer,24.0,1,2,65.0,Southampton,0,Sobrevivió
617,0,3,"Danbom, Mr. Ernst Gilbert",Hombre,34.0,1,1,14.4,Southampton,0,No sobrevivió
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",Mujer,26.0,1,0,16.1,Southampton,0,No sobrevivió
619,1,2,"Becker, Miss. Marion Louise",Mujer,4.0,2,1,39.0,Southampton,1,Sobrevivió
620,0,2,"Gavey, Mr. Lawrence",Hombre,26.0,0,0,10.5,Southampton,0,No sobrevivió
621,0,3,"Yasbeck, Mr. Antoni",Hombre,27.0,1,0,14.4542,Cherbourg,0,No sobrevivió
622,1,1,"Kimball, Mr. Edwin Nelson Jr",Hombre,42.0,1,0,52.5542,Southampton,1,Sobrevivió
623,1,3,"Nakid, Mr. Sahid",Hombre,20.0,1,1,15.7417,Cherbourg,0,Sobrevivió
624,0,3,"Hansen, Mr. Henry Damsgaard",Hombre,21.0,0,0,7.8542,Southampton,0,No sobrevivió
625,0,3,"Bowen, Mr. David John ""Dai""",Hombre,21.0,0,0,16.1,Southampton,0,No sobrevivió
626,0,1,"Sutton, Mr. Frederick",Hombre,61.0,0,0,32.3208,Southampton,1,No sobrevivió
627,0,2,"Kirkland, Rev. Charles Leonard",Hombre,57.0,0,0,12.35,Queenstown,0,No sobrevivió
628,1,1,"Longley, Miss. Gretchen Fiske",Mujer,21.0,0,0,77.9583,Southampton,1,Sobrevivió
629,0,3,"Bostandyeff, Mr. Guentcho",Hombre,26.0,0,0,7.8958,Southampton,0,No sobrevivió
630,0,3,"O'Connell, Mr. Patrick D",Hombre,25.0,0,0,7.7333,Queenstown,0,No sobrevivió
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",Hombre,80.0,0,0,30.0,Southampton,1,Sobrevivió
632,0,3,"Lundahl, Mr. Johan Svensson",Hombre,51.0,0,0,7.0542,Southampton,0,No sobrevivió
633,1,1,"Stahelin-Maeglin, Dr. Max",Hombre,32.0,0,0,30.5,Cherbourg,1,Sobrevivió
634,0,1,"Parr, Mr. William Henry Marsh",Hombre,40.0,0,0,0.0,Southampton,0,No sobrevivió
635,0,3,"Skoog, Miss. Mabel",Mujer,9.0,3,2,27.9,Southampton,0,No sobrevivió
636,1,2,"Davis, Miss. Mary",Mujer,28.0,0,0,13.0,Southampton,0,Sobrevivió
637,0,3,"Leinonen, Mr. Antti Gustaf",Hombre,32.0,0,0,7.925,Southampton,0,No sobrevivió
638,0,2,"Collyer, Mr. Harvey",Hombre,31.0,1,1,26.25,Southampton,0,No sobrevivió
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",Mujer,41.0,0,5,39.6875,Southampton,0,No sobrevivió
640,0,3,"Thorneycroft, Mr. Percival",Hombre,25.0,1,0,16.1,Southampton,0,No sobrevivió
641,0,3,"Jensen, Mr. Hans Peder",Hombre,20.0,0,0,7.8542,Southampton,0,No sobrevivió
642,1,1,"Sagesser, Mlle. Emma",Mujer,24.0,0,0,69.3,Cherbourg,1,Sobrevivió
643,0,3,"Skoog, Miss. Margit Elizabeth",Mujer,2.0,3,2,27.9,Southampton,0,No sobrevivió
644,1,3,"Foo, Mr. Choong",Hombre,25.0,0,0,56.4958,Southampton,0,Sobrevivió
645,1,3,"Baclini, Miss. Eugenie",Mujer,0.75,2,1,19.2583,Cherbourg,0,Sobrevivió
646,1,1,"Harper, Mr. Henry Sleeper",Hombre,48.0,1,0,76.7292,Cherbourg,1,Sobrevivió
647,0,3,"Cor, Mr. Liudevit",Hombre,19.0,0,0,7.8958,Southampton,0,No sobrevivió
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",Hombre,56.0,0,0,35.5,Cherbourg,1,Sobrevivió
649,0,3,"Willey, Mr. Edward",Hombre,25.0,0,0,7.55,Southampton,0,No sobrevivió
650,1,3,"Stanley, Miss. Amy Zillah Elsie",Mujer,23.0,0,0,7.55,Southampton,0,Sobrevivió
651,0,3,"Mitkoff, Mr. Mito",Hombre,25.0,0,0,7.8958,Southampton,0,No sobrevivió
652,1,2,"Doling, Miss. Elsie",Mujer,18.0,0,1,23.0,Southampton,0,Sobrevivió
653,0,3,"Kalvik, Mr. Johannes Halvorsen",Hombre,21.0,0,0,8.4333,Southampton,0,No sobrevivió
654,1,3,"O'Leary, Miss. Hanora ""Norah""",Mujer,21.5,0,0,7.8292,Queenstown,0,Sobrevivió
655,0,3,"Hegarty, Miss. Hanora ""Nora""",Mujer,18.0,0,0,6.75,Queenstown,0,No sobrevivió
656,0,2,"Hickman, Mr. Leonard Mark",Hombre,24.0,2,0,73.5,Southampton,0,No sobrevivió
657,0,3,"Radeff, Mr. Alexander",Hombre,25.0,0,0,7.8958,Southampton,0,No sobrevivió
658,0,3,"Bourke, Mrs. John (Catherine)",Mujer,32.0,1,1,15.5,Queenstown,0,No sobrevivió
659,0,2,"Eitemiller, Mr. George Floyd",Hombre,23.0,0,0,13.0,Southampton,0,No sobrevivió
660,0,1,"Newell, Mr. Arthur Webster",Hombre,58.0,0,2,113.275,Cherbourg,1,No sobrevivió
661,1,1,"Frauenthal, Dr. Henry William",Hombre,50.0,2,0,133.65,Southampton,0,Sobrevivió
662,0,3,"Badt, Mr. Mohamed",Hombre,40.0,0,0,7.225,Cherbourg,0,No sobrevivió
663,0,1,"Colley, Mr. Edward Pomeroy",Hombre,47.0,0,0,25.5875,Southampton,1,No sobrevivió
664,0,3,"Coleff, Mr. Peju",Hombre,36.0,0,0,7.4958,Southampton,0,No sobrevivió
665,1,3,"Lindqvist, Mr. Eino William",Hombre,20.0,1,0,7.925,Southampton,0,Sobrevivió
666,0,2,"Hickman, Mr. Lewis",Hombre,32.0,2,0,73.5,Southampton,0,No sobrevivió
667,0,2,"Butler, Mr. Reginald Fenton",Hombre,25.0,0,0,13.0,Southampton,0,No sobrevivió
668,0,3,"Rommetvedt, Mr. Knud Paust",Hombre,25.0,0,0,7.775,Southampton,0,No sobrevivió
669,0,3,"Cook, Mr. Jacob",Hombre,43.0,0,0,8.05,Southampton,0,No sobrevivió
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",Mujer,35.0,1,0,52.0,Southampton,1,Sobrevivió
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",Mujer,40.0,1,1,39.0,Southampton,0,Sobrevivió
672,0,1,"Davidson, Mr. Thornton",Hombre,31.0,1,0,52.0,Southampton,1,No sobrevivió
673,0,2,"Mitchell, Mr. Henry Michael",Hombre,70.0,0,0,10.5,Southampton,0,No sobrevivió
674,1,2,"Wilhelms, Mr. Charles",Hombre,31.0,0,0,13.0,Southampton,0,Sobrevivió
675,0,2,"Watson, Mr. Ennis Hastings",Hombre,30.0,0,0,0.0,Southampton,0,No sobrevivió
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",Hombre,18.0,0,0,7.775,Southampton,0,No sobrevivió
677,0,3,"Sawyer, Mr. Frederick Charles",Hombre,24.5,0,0,8.05,Southampton,0,No sobrevivió
678,1,3,"Turja, Miss. Anna Sofia",Mujer,18.0,0,0,9.8417,Southampton,0,Sobrevivió
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",Mujer,43.0,1,6,46.9,Southampton,0,No sobrevivió
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",Hombre,36.0,0,1,512.3292,Cherbourg,1,Sobrevivió
681,0,3,"Peters, Miss. Katie",Mujer,21.5,0,0,8.1375,Queenstown,0,No sobrevivió
682,1,1,"Hassab, Mr. Hammad",Hombre,27.0,0,0,76.7292,Cherbourg,1,Sobrevivió
683,0,3,"Olsvigen, Mr. Thor Anderson",Hombre,20.0,0,0,9.225,Southampton,0,No sobrevivió
684,0,3,"Goodwin, Mr. Charles Edward",Hombre,14.0,5,2,46.9,Southampton,0,No sobrevivió
685,0,2,"Brown, Mr. Thomas William Solomon",Hombre,60.0,1,1,39.0,Southampton,0,No sobrevivió
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",Hombre,25.0,1,2,41.5792,Cherbourg,0,No sobrevivió
687,0,3,"Panula, Mr. Jaako Arnold",Hombre,14.0,4,1,39.6875,Southampton,0,No sobrevivió
688,0,3,"Dakic, Mr. Branko",Hombre,19.0,0,0,10.1708,Southampton,0,No sobrevivió
689,0,3,"Fischer, Mr. Eberhard Thelander",Hombre,18.0,0,0,7.7958,Southampton,0,No sobrevivió
690,1,1,"Madill, Miss. Georgette Alexandra",Mujer,15.0,0,1,211.3375,Southampton,1,Sobrevivió
691,1,1,"Dick, Mr. Albert Adrian",Hombre,31.0,1,0,57.0,Southampton,1,Sobrevivió
692,1,3,"Karun, Miss. Manca",Mujer,4.0,0,1,13.4167,Cherbourg,0,Sobrevivió
693,1,3,"Lam, Mr. Ali",Hombre,25.0,0,0,56.4958,Southampton,0,Sobrevivió
694,0,3,"Saad, Mr. Khalil",Hombre,25.0,0,0,7.225,Cherbourg,0,No sobrevivió
695,0,1,"Weir, Col. John",Hombre,60.0,0,0,26.55,Southampton,0,No sobrevivió
696,0,2,"Chapman, Mr. Charles Henry",Hombre,52.0,0,0,13.5,Southampton,0,No sobrevivió
697,0,3,"Kelly, Mr. James",Hombre,44.0,0,0,8.05,Southampton,0,No sobrevivió
698,1,3,"Mullens, Miss. Katherine ""Katie""",Mujer,21.5,0,0,7.7333,Queenstown,0,Sobrevivió
699,0,1,"Thayer, Mr. John Borland",Hombre,49.0,1,1,110.8833,Cherbourg,1,No sobrevivió
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",Hombre,42.0,0,0,7.65,Southampton,1,No sobrevivió
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",Mujer,18.0,1,0,227.525,Cherbourg,1,Sobrevivió
702,1,1,"Silverthorne, Mr. Spencer Victor",Hombre,35.0,0,0,26.2875,Southampton,1,Sobrevivió
703,0,3,"Barbara, Miss. Saiide",Mujer,18.0,0,1,14.4542,Cherbourg,0,No sobrevivió
704,0,3,"Gallagher, Mr. Martin",Hombre,25.0,0,0,7.7417,Queenstown,0,No sobrevivió
705,0,3,"Hansen, Mr. Henrik Juul",Hombre,26.0,1,0,7.8542,Southampton,0,No sobrevivió
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",Hombre,39.0,0,0,26.0,Southampton,0,No sobrevivió
707,1,2,"Kelly, Mrs. Florence ""Fannie""",Mujer,45.0,0,0,13.5,Southampton,0,Sobrevivió
708,1,1,"Calderhead, Mr. Edward Pennington",Hombre,42.0,0,0,26.2875,Southampton,1,Sobrevivió
709,1,1,"Cleaver, Miss. Alice",Mujer,22.0,0,0,151.55,Southampton,0,Sobrevivió
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",Hombre,25.0,1,1,15.2458,Cherbourg,0,Sobrevivió
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",Mujer,24.0,0,0,49.5042,Cherbourg,1,Sobrevivió
712,0,1,"Klaber, Mr. Herman",Hombre,40.0,0,0,26.55,Southampton,1,No sobrevivió
713,1,1,"Taylor, Mr. Elmer Zebley",Hombre,48.0,1,0,52.0,Southampton,1,Sobrevivió
714,0,3,"Larsson, Mr. August Viktor",Hombre,29.0,0,0,9.4833,Southampton,0,No sobrevivió
715,0,2,"Greenberg, Mr. Samuel",Hombre,52.0,0,0,13.0,Southampton,0,No sobrevivió
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",Hombre,19.0,0,0,7.65,Southampton,1,No sobrevivió
717,1,1,"Endres, Miss. Caroline Louise",Mujer,38.0,0,0,227.525,Cherbourg,1,Sobrevivió
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",Mujer,27.0,0,0,10.5,Southampton,1,Sobrevivió
719,0,3,"McEvoy, Mr. Michael",Hombre,25.0,0,0,15.5,Queenstown,0,No sobrevivió
720,0,3,"Johnson, Mr. Malkolm Joackim",Hombre,33.0,0,0,7.775,Southampton,0,No sobrevivió
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",Mujer,6.0,0,1,33.0,Southampton,0,Sobrevivió
722,0,3,"Jensen, Mr. Svend Lauritz",Hombre,17.0,1,0,7.0542,Southampton,0,No sobrevivió
723,0,2,"Gillespie, Mr. William Henry",Hombre,34.0,0,0,13.0,Southampton,0,No sobrevivió
724,0,2,"Hodges, Mr. Henry Price",Hombre,50.0,0,0,13.0,Southampton,0,No sobrevivió
